algoritmo,instancia,vertices,arestas,otimo,resultado,inicio,fim
guloso,queen7_7,49,476,0,12,2023-02-26 03:26:12.550132,2023-02-26 03:26:12.568569
dsatur,queen7_7,49,476,0,11,2023-02-26 03:26:12.568574,2023-02-26 03:26:12.586744
rlf,queen7_7,49,476,0,11,2023-02-26 03:26:12.586747,2023-02-26 03:26:12.586945
guloso,queen7_7,49,476,0,12,2023-02-26 03:30:13.254541,2023-02-26 03:30:13.273108
dsatur,queen7_7,49,476,0,12,2023-02-26 03:30:13.273113,2023-02-26 03:30:13.295150
rlf,queen7_7,49,476,0,11,2023-02-26 03:30:13.295155,2023-02-26 03:30:13.295358
guloso,queen7_7,49,476,0,11,2023-02-26 03:34:12.308467,2023-02-26 03:34:12.327577
dsatur,queen7_7,49,476,0,11,2023-02-26 03:34:12.327586,2023-02-26 03:34:12.347215
rlf,queen7_7,49,476,0,10,2023-02-26 03:34:12.347220,2023-02-26 03:34:12.347419
guloso,queen7_7,49,476,0,11,2023-02-26 03:38:12.456314,2023-02-26 03:38:12.482746
dsatur,queen7_7,49,476,0,11,2023-02-26 03:38:12.482752,2023-02-26 03:38:12.501687
rlf,queen7_7,49,476,0,12,2023-02-26 03:38:12.501690,2023-02-26 03:38:12.501890
guloso,queen7_7,49,476,0,11,2023-02-26 03:42:13.993228,2023-02-26 03:42:14.012287
dsatur,queen7_7,49,476,0,11,2023-02-26 03:42:14.012292,2023-02-26 03:42:14.029965
rlf,queen7_7,49,476,0,11,2023-02-26 03:42:14.029969,2023-02-26 03:42:14.030162
guloso,queen8_12,96,1368,0,15,2023-02-26 03:46:15.314458,2023-02-26 03:46:15.569898
dsatur,queen8_12,96,1368,0,15,2023-02-26 03:46:15.569903,2023-02-26 03:46:15.756282
rlf,queen8_12,96,1368,0,15,2023-02-26 03:46:15.756285,2023-02-26 03:46:15.756910
guloso,queen8_12,96,1368,0,17,2023-02-26 04:32:23.373126,2023-02-26 04:32:23.613384
dsatur,queen8_12,96,1368,0,16,2023-02-26 04:32:23.613390,2023-02-26 04:32:23.819044
rlf,queen8_12,96,1368,0,14,2023-02-26 04:32:23.819049,2023-02-26 04:32:23.819684
guloso,queen8_12,96,1368,0,16,2023-02-26 05:18:09.701135,2023-02-26 05:18:09.933789
dsatur,queen8_12,96,1368,0,15,2023-02-26 05:18:09.933796,2023-02-26 05:18:10.148350
rlf,queen8_12,96,1368,0,14,2023-02-26 05:18:10.148353,2023-02-26 05:18:10.148960
guloso,queen8_12,96,1368,0,15,2023-02-26 06:04:02.539203,2023-02-26 06:04:02.776783
dsatur,queen8_12,96,1368,0,16,2023-02-26 06:04:02.776788,2023-02-26 06:04:03.005392
rlf,queen8_12,96,1368,0,15,2023-02-26 06:04:03.005394,2023-02-26 06:04:03.005976
guloso,queen8_12,96,1368,0,15,2023-02-26 06:49:34.628702,2023-02-26 06:49:34.858456
dsatur,queen8_12,96,1368,0,16,2023-02-26 06:49:34.858463,2023-02-26 06:49:35.056901
rlf,queen8_12,96,1368,0,14,2023-02-26 06:49:35.056905,2023-02-26 06:49:35.057514
guloso,queen8_12,96,1368,0,15,2023-02-26 07:35:14.647656,2023-02-26 07:35:14.867725
dsatur,queen8_12,96,1368,0,16,2023-02-26 07:35:14.867730,2023-02-26 07:35:15.051898
rlf,queen8_12,96,1368,0,16,2023-02-26 07:35:15.051900,2023-02-26 07:35:15.052500
guloso,queen8_12,96,1368,0,15,2023-02-26 08:20:55.355354,2023-02-26 08:20:55.616063
dsatur,queen8_12,96,1368,0,15,2023-02-26 08:20:55.616068,2023-02-26 08:20:55.811547
rlf,queen8_12,96,1368,0,16,2023-02-26 08:20:55.811553,2023-02-26 08:20:55.812167
guloso,queen8_12,96,1368,0,15,2023-02-26 09:06:52.594506,2023-02-26 09:06:52.808614
dsatur,queen8_12,96,1368,0,17,2023-02-26 09:06:52.808618,2023-02-26 09:06:53.004669
rlf,queen8_12,96,1368,0,15,2023-02-26 09:06:53.004673,2023-02-26 09:06:53.005263
guloso,queen8_12,96,1368,0,16,2023-02-26 09:52:58.785992,2023-02-26 09:52:59.005414
dsatur,queen8_12,96,1368,0,15,2023-02-26 09:52:59.005418,2023-02-26 09:52:59.202283
rlf,queen8_12,96,1368,0,15,2023-02-26 09:52:59.202286,2023-02-26 09:52:59.202885
guloso,queen8_12,96,1368,0,15,2023-02-26 10:38:57.966096,2023-02-26 10:38:58.178760
dsatur,queen8_12,96,1368,0,16,2023-02-26 10:38:58.178765,2023-02-26 10:38:58.410431
rlf,queen8_12,96,1368,0,15,2023-02-26 10:38:58.410435,2023-02-26 10:38:58.411044
guloso,queen8_8,64,728,0,12,2023-02-26 11:24:41.295908,2023-02-26 11:24:41.340442
dsatur,queen8_8,64,728,0,15,2023-02-26 11:24:41.340448,2023-02-26 11:24:41.411874
rlf,queen8_8,64,728,0,12,2023-02-26 11:24:41.411878,2023-02-26 11:24:41.412196
guloso,queen8_8,64,728,0,12,2023-02-26 11:34:13.610463,2023-02-26 11:34:13.660530
dsatur,queen8_8,64,728,0,14,2023-02-26 11:34:13.660535,2023-02-26 11:34:13.700389
rlf,queen8_8,64,728,0,12,2023-02-26 11:34:13.700391,2023-02-26 11:34:13.700687
guloso,queen8_8,64,728,0,13,2023-02-26 11:43:56.694494,2023-02-26 11:43:56.746662
dsatur,queen8_8,64,728,0,13,2023-02-26 11:43:56.746668,2023-02-26 11:43:56.788142
rlf,queen8_8,64,728,0,13,2023-02-26 11:43:56.788144,2023-02-26 11:43:56.788445
guloso,queen8_8,64,728,0,13,2023-02-26 11:53:34.762529,2023-02-26 11:53:34.808269
dsatur,queen8_8,64,728,0,14,2023-02-26 11:53:34.808274,2023-02-26 11:53:34.862519
rlf,queen8_8,64,728,0,12,2023-02-26 11:53:34.862522,2023-02-26 11:53:34.862820
guloso,queen8_8,64,728,0,13,2023-02-26 12:03:12.107160,2023-02-26 12:03:12.154644
dsatur,queen8_8,64,728,0,13,2023-02-26 12:03:12.154649,2023-02-26 12:03:12.204023
rlf,queen8_8,64,728,0,13,2023-02-26 12:03:12.204026,2023-02-26 12:03:12.204328
guloso,queen8_8,64,728,0,13,2023-02-26 12:12:49.871164,2023-02-26 12:12:49.916861
dsatur,queen8_8,64,728,0,12,2023-02-26 12:12:49.916866,2023-02-26 12:12:49.966806
rlf,queen8_8,64,728,0,12,2023-02-26 12:12:49.966808,2023-02-26 12:12:49.967117
guloso,queen8_8,64,728,0,14,2023-02-26 12:22:32.175079,2023-02-26 12:22:32.220636
dsatur,queen8_8,64,728,0,13,2023-02-26 12:22:32.220641,2023-02-26 12:22:32.267137
rlf,queen8_8,64,728,0,14,2023-02-26 12:22:32.267141,2023-02-26 12:22:32.267457
guloso,queen8_8,64,728,0,11,2023-02-26 12:32:13.081547,2023-02-26 12:32:13.133844
dsatur,queen8_8,64,728,0,14,2023-02-26 12:32:13.133849,2023-02-26 12:32:13.177819
rlf,queen8_8,64,728,0,12,2023-02-26 12:32:13.177824,2023-02-26 12:32:13.178137
guloso,queen8_8,64,728,0,13,2023-02-26 12:41:56.704376,2023-02-26 12:41:56.752906
dsatur,queen8_8,64,728,0,11,2023-02-26 12:41:56.752912,2023-02-26 12:41:56.801035
rlf,queen8_8,64,728,0,12,2023-02-26 12:41:56.801038,2023-02-26 12:41:56.801353
guloso,queen8_8,64,728,0,13,2023-02-26 12:51:35.870703,2023-02-26 12:51:35.920973
dsatur,queen8_8,64,728,0,13,2023-02-26 12:51:35.920979,2023-02-26 12:51:35.966915
rlf,queen8_8,64,728,0,12,2023-02-26 12:51:35.966917,2023-02-26 12:51:35.967199
guloso,queen9_9,81,1056,0,14,2023-02-26 13:01:20.687212,2023-02-26 13:01:20.822314
dsatur,queen9_9,81,1056,0,15,2023-02-26 13:01:20.822319,2023-02-26 13:01:20.930040
rlf,queen9_9,81,1056,0,14,2023-02-26 13:01:20.930043,2023-02-26 13:01:20.930479
guloso,queen9_9,81,1056,0,14,2023-02-26 13:23:52.373608,2023-02-26 13:23:52.479695
dsatur,queen9_9,81,1056,0,14,2023-02-26 13:23:52.479700,2023-02-26 13:23:52.598900
rlf,queen9_9,81,1056,0,14,2023-02-26 13:23:52.598903,2023-02-26 13:23:52.599316
guloso,queen9_9,81,1056,0,13,2023-02-26 13:47:00.699217,2023-02-26 13:47:00.819524
dsatur,queen9_9,81,1056,0,15,2023-02-26 13:47:00.819531,2023-02-26 13:47:00.944962
rlf,queen9_9,81,1056,0,15,2023-02-26 13:47:00.944966,2023-02-26 13:47:00.945455
guloso,queen9_9,81,1056,0,14,2023-02-26 14:09:58.934119,2023-02-26 14:09:59.068601
dsatur,queen9_9,81,1056,0,14,2023-02-26 14:09:59.068606,2023-02-26 14:09:59.176600
rlf,queen9_9,81,1056,0,14,2023-02-26 14:09:59.176604,2023-02-26 14:09:59.177066
guloso,queen9_9,81,1056,0,13,2023-02-26 14:33:27.001321,2023-02-26 14:33:27.127681
dsatur,queen9_9,81,1056,0,14,2023-02-26 14:33:27.127687,2023-02-26 14:33:27.246067
rlf,queen9_9,81,1056,0,14,2023-02-26 14:33:27.246071,2023-02-26 14:33:27.246555
guloso,queen9_9,81,1056,0,14,2023-02-26 14:56:39.710606,2023-02-26 14:56:39.834258
dsatur,queen9_9,81,1056,0,14,2023-02-26 14:56:39.834264,2023-02-26 14:56:39.966779
rlf,queen9_9,81,1056,0,14,2023-02-26 14:56:39.966785,2023-02-26 14:56:39.967263
guloso,queen9_9,81,1056,0,13,2023-02-26 15:19:47.204042,2023-02-26 15:19:47.340633
dsatur,queen9_9,81,1056,0,14,2023-02-26 15:19:47.340638,2023-02-26 15:19:47.458610
rlf,queen9_9,81,1056,0,13,2023-02-26 15:19:47.458612,2023-02-26 15:19:47.459047
guloso,queen9_9,81,1056,0,14,2023-02-26 15:42:51.759863,2023-02-26 15:42:51.891822
dsatur,queen9_9,81,1056,0,13,2023-02-26 15:42:51.891827,2023-02-26 15:42:52.008843
rlf,queen9_9,81,1056,0,13,2023-02-26 15:42:52.008845,2023-02-26 15:42:52.009294
guloso,queen9_9,81,1056,0,15,2023-02-26 16:06:07.994058,2023-02-26 16:06:08.110596
dsatur,queen9_9,81,1056,0,14,2023-02-26 16:06:08.110601,2023-02-26 16:06:08.221542
rlf,queen9_9,81,1056,0,14,2023-02-26 16:06:08.221544,2023-02-26 16:06:08.221997
guloso,queen9_9,81,1056,0,13,2023-02-26 16:29:17.113442,2023-02-26 16:29:17.244790
dsatur,queen9_9,81,1056,0,13,2023-02-26 16:29:17.244794,2023-02-26 16:29:17.360728
rlf,queen9_9,81,1056,0,15,2023-02-26 16:29:17.360731,2023-02-26 16:29:17.361202
guloso,miles500,128,1170,0,23,2023-02-27 20:14:37.276688,2023-02-27 20:14:37.844580
dsatur,miles500,128,1170,0,20,2023-02-27 20:14:37.844585,2023-02-27 20:14:38.187176
rlf,miles500,128,1170,0,24,2023-02-27 20:14:38.187180,2023-02-27 20:14:38.187984
guloso,miles500,128,1170,0,22,2023-02-27 22:41:45.059287,2023-02-27 22:41:45.576481
dsatur,miles500,128,1170,0,21,2023-02-27 22:41:45.576486,2023-02-27 22:41:45.961005
rlf,miles500,128,1170,0,23,2023-02-27 22:41:45.961009,2023-02-27 22:41:45.961803
guloso,miles500,128,1170,0,22,2023-02-28 01:12:20.574725,2023-02-28 01:12:21.159800
dsatur,miles500,128,1170,0,21,2023-02-28 01:12:21.159805,2023-02-28 01:12:21.536530
rlf,miles500,128,1170,0,22,2023-02-28 01:12:21.536534,2023-02-28 01:12:21.537336
guloso,miles500,128,1170,0,22,2023-02-28 03:40:16.000364,2023-02-28 03:40:16.589453
dsatur,miles500,128,1170,0,21,2023-02-28 03:40:16.589459,2023-02-28 03:40:17.077391
rlf,miles500,128,1170,0,23,2023-02-28 03:40:17.077396,2023-02-28 03:40:17.078247
guloso,miles500,128,1170,0,24,2023-02-28 06:09:23.330177,2023-02-28 06:09:23.887009
dsatur,miles500,128,1170,0,20,2023-02-28 06:09:23.887015,2023-02-28 06:09:24.277000
rlf,miles500,128,1170,0,21,2023-02-28 06:09:24.277003,2023-02-28 06:09:24.277830
guloso,miles500,128,1170,0,21,2023-02-28 08:38:42.980062,2023-02-28 08:38:43.585439
dsatur,miles500,128,1170,0,20,2023-02-28 08:38:43.585444,2023-02-28 08:38:43.947352
rlf,miles500,128,1170,0,21,2023-02-28 08:38:43.947355,2023-02-28 08:38:43.948173
guloso,miles500,128,1170,0,21,2023-02-28 11:07:03.819424,2023-02-28 11:07:04.348125
dsatur,miles500,128,1170,0,21,2023-02-28 11:07:04.348131,2023-02-28 11:07:04.764610
rlf,miles500,128,1170,0,22,2023-02-28 11:07:04.764614,2023-02-28 11:07:04.765473
guloso,miles500,128,1170,0,22,2023-02-28 13:35:07.986479,2023-02-28 13:35:08.669241
dsatur,miles500,128,1170,0,20,2023-02-28 13:35:08.669247,2023-02-28 13:35:09.057664
rlf,miles500,128,1170,0,21,2023-02-28 13:35:09.057672,2023-02-28 13:35:09.058934
guloso,miles500,128,1170,0,21,2023-02-28 16:03:02.424035,2023-02-28 16:03:03.063072
dsatur,miles500,128,1170,0,20,2023-02-28 16:03:03.063077,2023-02-28 16:03:03.447751
rlf,miles500,128,1170,0,23,2023-02-28 16:03:03.447756,2023-02-28 16:03:03.448622
guloso,miles500,128,1170,0,22,2023-02-28 18:30:35.270439,2023-02-28 18:30:35.924945
dsatur,miles500,128,1170,0,20,2023-02-28 18:30:35.924950,2023-02-28 18:30:36.293111
rlf,miles500,128,1170,0,23,2023-02-28 18:30:36.293117,2023-02-28 18:30:36.293996
guloso,miles750,128,2113,0,34,2023-02-28 20:59:19.468419,2023-02-28 20:59:20.106576
dsatur,miles750,128,2113,0,32,2023-02-28 20:59:20.106581,2023-02-28 20:59:20.480550
rlf,miles750,128,2113,0,35,2023-02-28 20:59:20.480555,2023-02-28 20:59:20.481689
guloso,miles750,128,2113,0,32,2023-02-28 23:43:50.497760,2023-02-28 23:43:51.176278
dsatur,miles750,128,2113,0,31,2023-02-28 23:43:51.176283,2023-02-28 23:43:51.812470
rlf,miles750,128,2113,0,35,2023-02-28 23:43:51.812474,2023-02-28 23:43:51.813503
guloso,miles750,128,2113,0,35,2023-03-01 02:28:13.879362,2023-03-01 02:28:14.509323
dsatur,miles750,128,2113,0,32,2023-03-01 02:28:14.509328,2023-03-01 02:28:14.921477
rlf,miles750,128,2113,0,35,2023-03-01 02:28:14.921482,2023-03-01 02:28:14.922520
guloso,miles750,128,2113,0,33,2023-03-01 05:11:29.149471,2023-03-01 05:11:29.821124
dsatur,miles750,128,2113,0,31,2023-03-01 05:11:29.821129,2023-03-01 05:11:30.209268
rlf,miles750,128,2113,0,33,2023-03-01 05:11:30.209272,2023-03-01 05:11:30.210335
guloso,miles750,128,2113,0,32,2023-03-01 07:55:01.623288,2023-03-01 07:55:02.334800
dsatur,miles750,128,2113,0,31,2023-03-01 07:55:02.334804,2023-03-01 07:55:02.757808
rlf,miles750,128,2113,0,34,2023-03-01 07:55:02.757811,2023-03-01 07:55:02.758866
guloso,miles750,128,2113,0,34,2023-03-01 10:39:36.585617,2023-03-01 10:39:37.254099
dsatur,miles750,128,2113,0,31,2023-03-01 10:39:37.254105,2023-03-01 10:39:37.861240
rlf,miles750,128,2113,0,35,2023-03-01 10:39:37.861244,2023-03-01 10:39:37.862301
guloso,miles750,128,2113,0,33,2023-03-01 13:22:59.476857,2023-03-01 13:23:00.089703
dsatur,miles750,128,2113,0,31,2023-03-01 13:23:00.089708,2023-03-01 13:23:00.544507
rlf,miles750,128,2113,0,35,2023-03-01 13:23:00.544511,2023-03-01 13:23:00.545602
guloso,miles750,128,2113,0,34,2023-03-01 16:06:54.574980,2023-03-01 16:06:55.288877
dsatur,miles750,128,2113,0,31,2023-03-01 16:06:55.288882,2023-03-01 16:06:55.893550
rlf,miles750,128,2113,0,35,2023-03-01 16:06:55.893555,2023-03-01 16:06:55.894597
guloso,miles750,128,2113,0,35,2023-03-01 18:52:41.126839,2023-03-01 18:52:41.816934
dsatur,miles750,128,2113,0,31,2023-03-01 18:52:41.816940,2023-03-01 18:52:42.231613
rlf,miles750,128,2113,0,35,2023-03-01 18:52:42.231617,2023-03-01 18:52:42.232708
guloso,miles750,128,2113,0,34,2023-03-01 21:38:04.505134,2023-03-01 21:38:05.182197
dsatur,miles750,128,2113,0,31,2023-03-01 21:38:05.182201,2023-03-01 21:38:05.573076
rlf,miles750,128,2113,0,34,2023-03-01 21:38:05.573080,2023-03-01 21:38:05.574161
guloso,miles1000,128,3216,0,46,2023-03-06 20:31:06.885538,2023-03-06 20:31:07.691394
dsatur,miles1000,128,3216,0,42,2023-03-06 20:31:07.691400,2023-03-06 20:31:08.116129
rlf,miles1000,128,3216,0,46,2023-03-06 20:31:08.116133,2023-03-06 20:31:08.117394
guloso,miles1000,128,3216,0,45,2023-03-06 23:22:46.233938,2023-03-06 23:22:47.011487
dsatur,miles1000,128,3216,0,43,2023-03-06 23:22:47.011491,2023-03-06 23:22:47.773186
rlf,miles1000,128,3216,0,46,2023-03-06 23:22:47.773190,2023-03-06 23:22:47.774573
guloso,miles1000,128,3216,0,47,2023-03-07 01:58:25.185159,2023-03-07 01:58:26.018744
dsatur,miles1000,128,3216,0,44,2023-03-07 01:58:26.018749,2023-03-07 01:58:26.790754
rlf,miles1000,128,3216,0,45,2023-03-07 01:58:26.790758,2023-03-07 01:58:26.792135
guloso,miles1000,128,3216,0,46,2023-03-07 04:32:17.191997,2023-03-07 04:32:17.974253
dsatur,miles1000,128,3216,0,42,2023-03-07 04:32:17.974257,2023-03-07 04:32:18.446042
rlf,miles1000,128,3216,0,48,2023-03-07 04:32:18.446046,2023-03-07 04:32:18.447449
guloso,miles1000,128,3216,0,44,2023-03-07 07:06:55.436108,2023-03-07 07:06:56.239141
dsatur,miles1000,128,3216,0,42,2023-03-07 07:06:56.239146,2023-03-07 07:06:56.697741
rlf,miles1000,128,3216,0,43,2023-03-07 07:06:56.697746,2023-03-07 07:06:56.699067
guloso,miles1000,128,3216,0,46,2023-03-07 09:41:04.157929,2023-03-07 09:41:05.005858
dsatur,miles1000,128,3216,0,42,2023-03-07 09:41:05.005863,2023-03-07 09:41:05.488148
rlf,miles1000,128,3216,0,47,2023-03-07 09:41:05.488153,2023-03-07 09:41:05.489581
guloso,miles1000,128,3216,0,45,2023-03-07 12:16:19.179914,2023-03-07 12:16:20.138609
dsatur,miles1000,128,3216,0,43,2023-03-07 12:16:20.138614,2023-03-07 12:16:20.661012
rlf,miles1000,128,3216,0,46,2023-03-07 12:16:20.661017,2023-03-07 12:16:20.662404
guloso,miles1000,128,3216,0,44,2023-03-07 14:52:15.196357,2023-03-07 14:52:16.015339
dsatur,miles1000,128,3216,0,42,2023-03-07 14:52:16.015344,2023-03-07 14:52:16.488114
rlf,miles1000,128,3216,0,46,2023-03-07 14:52:16.488119,2023-03-07 14:52:16.489521
guloso,miles1000,128,3216,0,46,2023-03-07 17:27:01.742075,2023-03-07 17:27:02.634122
dsatur,miles1000,128,3216,0,43,2023-03-07 17:27:02.634127,2023-03-07 17:27:03.182919
rlf,miles1000,128,3216,0,46,2023-03-07 17:27:03.182923,2023-03-07 17:27:03.184314
guloso,miles1000,128,3216,0,44,2023-03-07 20:02:14.079386,2023-03-07 20:02:14.841192
dsatur,miles1000,128,3216,0,44,2023-03-07 20:02:14.841197,2023-03-07 20:02:15.636809
rlf,miles1000,128,3216,0,47,2023-03-07 20:02:15.636813,2023-03-07 20:02:15.638188